soil_type,rainfall,temperature,humidity,crop
Loam,2746.2,42.0,55.0,Paddy
Loam,2746.2,43.0,53.0,Paddy
Loam,3360.0,43.0,53.5,Paddy
Loam,3360.0,128.0,52.5,Paddy
Loam,3360.0,129.0,56.0,Paddy
Loam,3605.4,130.0,57.0,Paddy
Loam,3605.4,131.0,57.5,Paddy
Loam,2903.1,132.0,57.0,Groundnut
Loam,2903.1,133.0,55.0,Groundnut
Loam,2903.1,134.0,56.0,Groundnut
Loam,2996.6,135.0,54.0,Groundnut
Laterite,2996.6,136.0,58.0,Groundnut
Laterite,2996.6,137.0,58.0,Groundnut
Laterite,3522.8,138.0,59.0,Groundnut
Laterite,3522.8,139.0,50.0,Groundnut
Laterite,3522.8,140.0,54.0,Groundnut
Laterite,3729.8,141.0,53.0,Groundnut
Laterite,2903.1,142.0,52.0,Groundnut
Laterite,2903.1,143.0,51.0,Groundnut
Laterite,2903.1,144.0,57.0,Groundnut
Laterite,2996.6,145.0,57.0,Groundnut
Laterite,2996.6,146.0,60.0,Groundnut
Laterite,2996.6,147.0,57.0,Blackgram
Laterite,3522.8,148.0,57.0,Blackgram
Laterite,3522.8,149.0,54.0,Blackgram
Laterite,3522.8,150.0,54.5,Blackgram
Laterite,3729.8,151.0,56.6,Blackgram
Laterite,3729.8,152.0,55.5,Blackgram
Laterite,3729.8,153.0,58.5,Blackgram
Laterite,2746.2,154.0,59.5,Blackgram
Laterite,2746.2,155.0,55.0,Blackgram
Laterite,2746.2,156.0,53.0,Blackgram
Laterite,3360.0,157.0,53.5,Blackgram
Laterite,3360.0,158.0,52.5,Blackgram
Laterite,3360.0,159.0,56.0,Blackgram
Laterite,3605.4,160.0,59.5,Blackgram
Laterite,3605.4,161.0,55.0,Blackgram
Laterite,3605.4,162.0,53.0,Cashew
Laterite,3512.4,163.0,53.5,Cashew
Laterite,3512.4,164.0,52.5,Cashew
Laterite,3512.4,165.0,56.0,Cashew
Laterite,3296.0,166.0,57.0,Cashew
Laterite,3296.0,167.0,57.5,Cashew
Laterite,3296.0,168.0,57.0,Cashew
Laterite,3550.0,169.0,55.0,Cashew
Laterite,3550.0,170.0,56.0,Cashew
Laterite,3550.0,171.0,54.0,Cashew
Laterite,3654.0,172.0,58.0,Cashew
Laterite,3654.0,173.0,58.0,Cashew
Laterite,3654.0,174.0,59.0,Cashew
Laterite,233.0,175.0,50.0,Cashew
Laterite,233.0,176.0,54.0,Cashew
Laterite,233.0,177.0,53.0,Coconut
Laterite,234.0,178.0,59.5,Coconut
Laterite,234.0,179.0,55.0,Coconut
Laterite,234.0,180.0,53.0,Coconut
Laterite,3105.0,181.0,53.5,Coconut
Laterite,3105.0,182.0,52.5,Coconut
Laterite,3105.0,183.0,56.0,Coconut
Laterite,236.0,184.0,57.0,Coconut
Laterite,236.0,185.0,57.5,Coconut
Clay,2903.1,186.0,57.0,Coconut
Clay,2903.1,187.0,55.0,Coconut
Clay,2903.1,188.0,56.0,Coconut
Clay,2996.6,189.0,54.0,Coconut
Clay,2996.6,190.0,58.0,Coconut
Clay,2996.6,191.0,58.0,Coconut
Clay,3522.8,192.0,59.0,Coconut
Clay,3522.8,193.0,50.0,Ginger
Clay,3522.8,194.0,54.0,Ginger
Clay,3729.8,195.0,53.0,Ginger
Clay,3729.8,196.0,59.5,Ginger
Sandy,3729.8,197.0,55.0,Ginger
Sandy,2746.2,198.0,53.0,Ginger
Sandy,2746.2,199.0,53.5,Ginger
Sandy,2746.2,200.0,52.5,Ginger
Sandy,3360.0,201.0,56.0,Ginger
Sandy,3360.0,202.0,57.0,Ginger
Sandy,3360.0,203.0,57.5,Ginger
Sandy,3605.4,204.0,57.0,Ginger
Sandy,3605.4,205.0,55.0,Ginger
Sandy,3605.4,206.0,56.0,Ginger
Sandy,3512.4,207.0,54.0,Ginger
Loam,3512.4,208.0,57.0,Coconut
Loam,3512.4,209.0,57.5,Coconut
Loam,3296.0,210.0,57.0,Coconut
Loam,3296.0,211.0,55.0,Coconut
Loam,3296.0,212.0,56.0,Coconut
Loam,3550.0,213.0,54.0,Coconut
Loam,3550.0,214.0,58.0,Coconut
Loam,3550.0,215.0,58.0,Coconut
Loam,3654.0,216.0,59.0,Coconut
Loam,3654.0,217.0,50.0,Coconut
Loam,3654.0,218.0,54.0,Coconut
Loam,233.0,219.0,53.0,Coconut
Loam,233.0,220.0,52.0,Coconut
Loam,233.0,221.0,51.0,Coconut
Loam,234.0,222.0,57.0,Coconut
Loam,234.0,27.0,57.0,Coconut
Loam,234.0,27.0,60.0,Coconut
Loam,3105.0,27.0,57.0,Coconut
Loam,3105.0,27.0,57.0,Coconut
Loam,3105.0,27.0,54.0,Coconut
Loam,236.0,27.2,54.5,Coconut
Loam,2903.1,27.2,56.6,Coconut
Loam,2903.1,27.2,55.5,Coconut
Loam,2903.1,27.0,58.5,Coconut
Loam,2996.6,27.0,59.5,Coconut
Loam,2996.6,27.0,55.0,Coconut
Loam,2996.6,27.0,53.0,Coconut
Loam,3522.8,27.0,53.5,Coconut
Alluvial,3522.8,27.0,52.5,Coconut
Alluvial,3522.8,27.2,56.0,Coconut
Alluvial,3729.8,27.2,57.0,Coconut
Alluvial,3729.8,27.2,57.5,Coconut
Alluvial,3729.8,27.1,57.0,Coconut
Alluvial,2746.2,27.1,55.0,Coconut
Alluvial,2746.2,27.1,56.0,Coconut
Alluvial,2746.2,26.8,54.0,Coconut
Alluvial,3360.0,26.8,58.0,Coconut
Alluvial,3360.0,26.8,58.0,Coconut
Alluvial,3360.0,37.0,59.0,Coconut
Alluvial,3605.4,37.0,50.0,Coconut
Alluvial,3605.4,37.0,54.0,Coconut
Alluvial,3605.4,38.0,53.0,Coconut
Alluvial,3512.4,38.0,52.0,Coconut
Alluvial,3512.4,38.0,51.0,Coconut
Alluvial,3512.4,39.0,57.0,Coconut
Alluvial,3296.0,39.0,57.0,Coconut
Alluvial,3296.0,39.0,60.0,Coconut
Alluvial,3296.0,40.0,57.0,Coconut
Alluvial,3550.0,40.0,57.0,Coconut
Alluvial,3550.0,40.0,54.0,Coconut
Alluvial,3550.0,41.0,54.5,Coconut
Alluvial,3654.0,41.0,56.6,Coconut
Alluvial,3654.0,41.0,55.5,Coconut
Alluvial,3654.0,42.0,58.5,Coconut
Alluvial,233.0,42.0,59.5,Coconut
Alluvial,233.0,42.0,55.0,Coconut
Alluvial,233.0,43.0,53.0,Coconut
Alluvial,234.0,43.0,53.5,Coconut
Alluvial,234.0,27.0,52.5,Coconut
Alluvial,234.0,27.0,56.0,Coconut
Alluvial,3105.0,27.0,57.0,Coconut
Alluvial,3105.0,27.0,57.5,Coconut
Alluvial,3105.0,27.0,57.0,Coconut
Alluvial,236.0,27.0,55.0,Coconut
Red,236.0,27.2,56.0,Coconut
Red,321.0,27.2,54.0,Coconut
Red,3654.0,27.2,58.0,Coconut
Red,323.0,27.0,58.0,Coconut
Red,324.0,27.0,59.0,Coconut
Red,3105.0,27.0,50.0,Coconut
Red,326.0,27.0,54.0,Coconut
Red,327.0,27.0,53.0,Coconut
Red,328.0,27.0,52.0,Coconut
Red,2903.1,27.2,51.0,Coconut
Red,2903.1,27.2,57.0,Coconut
Red,2903.1,27.2,57.0,Coconut
Red,2996.6,27.1,60.0,Coconut
Red,2996.6,27.1,57.0,Coconut
Red,2996.6,27.1,57.0,Coconut
Red,3522.8,26.8,54.0,Coconut
Red,3522.8,26.8,54.5,Coconut
Red,3522.8,26.8,56.6,Coconut
Red,3729.8,37.0,55.5,Coconut
Red,3729.8,37.0,58.5,Coconut
Red,3729.8,37.0,59.5,Coconut
Red,2746.2,38.0,55.0,Coconut
Red,2746.2,38.0,53.0,Coconut
Red,2746.2,38.0,53.5,Coconut
Red,3360.0,39.0,52.5,Coconut
Red,3360.0,39.0,56.0,Coconut
Red,3360.0,39.0,57.0,Coconut
Red,3605.4,40.0,57.5,Coconut
Red,3605.4,40.0,57.0,Coconut
Black,3605.4,40.0,55.0,Coconut
Black,3512.4,41.0,56.0,Coconut
Black,3512.4,41.0,54.0,Coconut
Black,3512.4,41.0,58.0,Coconut
Black,3296.0,42.0,58.0,Coconut
Black,3296.0,42.0,59.0,Coconut
Black,3296.0,42.0,50.0,Coconut
Black,3550.0,43.0,54.0,Coconut
Black,3550.0,27.0,53.0,Coconut
Black,3550.0,27.0,52.0,Coconut
Black,3654.0,27.0,51.0,Coconut
Black,3654.0,27.0,57.0,Coconut
Black,3654.0,27.0,57.0,Coconut
Black,233.0,27.0,60.0,Coconut
Black,233.0,27.0,57.0,Coconut
Black,233.0,27.0,57.0,Coconut
Black,234.0,27.2,54.0,Coconut
Black,234.0,27.2,54.5,Coconut
Black,234.0,27.2,56.6,Coconut
Black,3105.0,27.0,55.5,Coconut
Black,3105.0,27.0,58.5,Coconut
Black,3105.0,27.0,59.5,Coconut
Black,236.0,27.0,55.0,Coconut
Black,236.0,27.0,53.0,Coconut
Black,2903.1,27.0,53.5,Coconut
Black,2903.1,27.2,52.5,Coconut
Black,2903.1,27.2,56.0,Coconut
Black,2996.6,27.2,57.0,Coconut
Black,2996.6,27.1,57.5,Coconut
Black,2996.6,27.1,57.0,Coconut
Black,3522.8,27.1,55.0,Coconut
Black,3522.8,26.8,56.0,Coconut
Black,3522.8,26.8,54.0,Coconut
Black,2903.1,27.1,58.0,Coconut
Black,2903.1,27.1,58.0,Coconut
Alluvial,2903.1,26.8,59.0,Coconut
Alluvial,2996.6,26.8,50.0,Coconut
Alluvial,2996.6,26.8,54.0,Coconut
Alluvial,2996.6,37.0,53.0,Cocoa
Alluvial,3522.8,37.0,52.0,Cocoa
Alluvial,3522.8,37.0,51.0,Cocoa
Alluvial,3522.8,38.0,57.0,Cocoa
Alluvial,3729.8,38.0,57.0,Cocoa
Alluvial,3729.8,38.0,60.0,Cocoa
Alluvial,3729.8,39.0,57.0,Coffee
Alluvial,2746.2,39.0,57.0,Coffee
Alluvial,2746.2,39.0,54.0,Coffee
Alluvial,2746.2,40.0,54.5,Coffee
Alluvial,3360.0,40.0,56.6,Coffee
Alluvial,3360.0,40.0,55.5,Coffee
Alluvial,3360.0,41.0,58.5,Coffee
Alluvial,3605.4,41.0,59.5,Coffee
Alluvial,3605.4,41.0,55.0,Coffee
Alluvial,3605.4,42.0,53.0,Coffee
Alluvial,3512.4,42.0,53.5,Coffee
Alluvial,3512.4,27.0,52.5,Coffee
Alluvial,3512.4,27.0,56.0,Coffee
Alluvial,3296.0,27.0,57.0,Coffee
Alluvial,3296.0,27.0,57.5,Coffee
Alluvial,3296.0,27.0,57.0,Cardamum
Alluvial,3550.0,27.0,55.0,Cardamum
Alluvial,3550.0,27.2,56.0,Cardamum
Alluvial,3550.0,27.2,54.0,Cardamum
Alluvial,3654.0,27.2,58.0,Cardamum
Black,3654.0,27.0,58.0,Cardamum
Black,3654.0,27.0,59.0,Cardamum
Black,233.0,27.0,50.0,Cardamum
Black,233.0,27.0,54.0,Cardamum
Black,233.0,27.0,53.0,Cardamum
Black,234.0,27.0,52.0,Cardamum
Black,234.0,27.2,51.0,Cardamum
Black,234.0,27.2,57.0,Cardamum
Black,3105.0,27.2,57.0,Cardamum
Black,3105.0,27.1,60.0,Cardamum
Black,3105.0,27.1,57.0,Pepper
Black,236.0,27.1,57.0,Pepper
Black,236.0,26.8,54.0,Pepper
Black,2903.1,26.8,54.5,Pepper
Black,2903.1,26.8,56.6,Pepper
Black,2903.1,37.0,55.5,Pepper
Black,2996.6,37.0,58.5,Pepper
Black,2996.6,37.0,59.5,Pepper
Black,2996.6,38.0,55.0,Pepper
Black,3522.8,38.0,53.0,Pepper
Black,3522.8,38.0,53.5,Pepper
Black,3522.8,39.0,52.5,Pepper
Black,2903.1,39.0,56.0,Pepper
Black,2903.1,39.0,57.0,Pepper
Black,2903.1,40.0,57.5,Pepper
Black,2996.6,40.0,57.0,Arecanut
Black,2996.6,40.0,55.0,Arecanut
Black,2996.6,41.0,56.0,Arecanut
Black,3522.8,41.0,54.0,Arecanut
Black,3522.8,41.0,58.0,Arecanut
Black,3522.8,42.0,58.0,Arecanut
Black,3729.8,42.0,59.0,Arecanut
Black,3729.8,42.0,50.0,Arecanut
Black,3729.8,43.0,54.0,Arecanut
Black,2746.2,43.0,53.0,Arecanut
Black,2746.2,27.0,52.0,Arecanut
Black,2746.2,27.0,51.0,Arecanut
Black,3360.0,27.0,57.0,Arecanut
Black,3360.0,27.0,57.0,Arecanut
Black,3360.0,27.0,60.0,Arecanut
Black,3605.4,27.0,57.0,Ginger
Black,3605.4,27.2,57.0,Ginger
Loam,3605.4,27.2,54.0,Ginger
Loam,3512.4,27.2,54.5,Ginger
Loam,3512.4,27.0,56.6,Ginger
Loam,3512.4,27.0,55.5,Ginger
Loam,3296.0,27.0,58.5,Ginger
Loam,3296.0,27.0,59.5,Ginger
Loam,3296.0,27.0,55.0,Ginger
Loam,3550.0,27.0,53.0,Ginger
Loam,3550.0,27.2,53.5,Ginger
Loam,3550.0,27.2,52.5,Ginger
Loam,3654.0,27.2,56.0,Ginger
Loam,3654.0,27.1,57.0,Ginger
Loam,3654.0,27.1,57.5,Ginger
Loam,233.0,27.1,57.0,Tea
Loam,233.0,26.8,55.0,Tea
Loam,233.0,26.8,56.0,Tea
Loam,234.0,26.8,54.0,Tea
Loam,234.0,37.0,58.0,Tea
Loam,234.0,37.0,58.0,Tea
Loam,3105.0,37.0,59.0,Tea
Loam,3105.0,38.0,50.0,Tea
Loam,3105.0,38.0,54.0,Tea
Loam,236.0,38.0,53.0,Tea
Loam,236.0,39.0,52.0,Tea
Loam,2903.1,39.0,51.0,Tea
Loam,2903.1,39.0,57.0,Tea
Loam,2903.1,40.0,57.0,Tea
Loam,2996.6,40.0,60.0,Tea
Loam,2996.6,40.0,57.0,Paddy
Light sandy,2996.6,41.0,57.0,Paddy
Light sandy,3522.8,41.0,54.0,Paddy
Light sandy,3522.8,41.0,54.5,Paddy
Light sandy,3522.8,42.0,56.6,Paddy
Light sandy,2903.1,42.0,55.5,Paddy
Light sandy,2903.1,42.0,58.5,Paddy
Light sandy,2903.1,43.0,59.5,Paddy
Light sandy,2996.6,27.0,55.0,Paddy
Light sandy,2996.6,27.0,53.0,Paddy
Light sandy,2996.6,27.0,53.5,Paddy
Light sandy,3522.8,27.0,52.5,Paddy
Light sandy,3522.8,27.0,56.0,Paddy
Light sandy,3522.8,27.0,57.0,Paddy
Light sandy,3729.8,27.2,57.5,Paddy
Light sandy,3729.8,27.2,57.0,Groundnut
Light sandy,3729.8,27.2,55.0,Groundnut
Light sandy,2746.2,27.0,56.0,Groundnut
Light sandy,2746.2,27.0,54.0,Groundnut
Light sandy,2746.2,27.0,58.0,Groundnut
Light sandy,3360.0,27.0,58.0,Groundnut
Light sandy,3360.0,27.0,59.0,Groundnut
Light sandy,3360.0,27.0,50.0,Groundnut
Light sandy,3605.4,27.2,54.0,Groundnut
Light sandy,3605.4,27.2,53.0,Groundnut
Light sandy,2903.1,27.2,52.0,Groundnut
Light sandy,2903.1,27.1,51.0,Groundnut
Light sandy,2903.1,27.1,57.0,Groundnut
Light sandy,2996.6,27.1,57.0,Groundnut
Light sandy,2996.6,26.8,60.0,Groundnut
Heavy clay,2996.6,26.8,57.0,Blackgram
Heavy clay,3522.8,26.8,57.0,Blackgram
Heavy clay,3522.8,37.0,54.0,Blackgram
Heavy clay,3522.8,37.0,54.5,Blackgram
Heavy clay,3729.8,37.0,56.6,Blackgram
Heavy clay,3729.8,38.0,55.5,Blackgram
Heavy clay,3729.8,38.0,58.5,Blackgram
Heavy clay,2746.2,38.0,59.5,Blackgram
Heavy clay,2746.2,39.0,55.0,Blackgram
Heavy clay,2746.2,39.0,53.0,Blackgram
Heavy clay,3360.0,39.0,53.5,Blackgram
Heavy clay,3360.0,40.0,52.5,Blackgram
Heavy clay,3360.0,40.0,56.0,Blackgram
Heavy clay,3605.4,40.0,59.5,Blackgram
Heavy clay,3605.4,41.0,55.0,Blackgram
Heavy clay,3605.4,41.0,53.0,Cashew
Heavy clay,3512.4,41.0,53.5,Cashew
Heavy clay,3512.4,42.0,52.5,Cashew
Heavy clay,3512.4,42.0,56.0,Cashew
Heavy clay,3296.0,42.0,57.0,Cashew
Heavy clay,3550.0,43.0,57.5,Cashew
Heavy clay,3550.0,43.0,57.0,Cashew
Heavy clay,3550.0,128.0,55.0,Cashew
Heavy clay,3654.0,129.0,56.0,Cashew
Heavy clay,3654.0,130.0,54.0,Cashew
Heavy clay,3654.0,131.0,58.0,Cashew
Heavy clay,233.0,132.0,58.0,Cashew
Heavy clay,233.0,133.0,59.0,Cashew
Heavy clay,233.0,134.0,50.0,Cashew
Heavy clay,234.0,135.0,54.0,Cashew
Heavy clay,234.0,136.0,53.0,Coconut
Heavy clay,234.0,137.0,59.5,Coconut
Heavy clay,3105.0,138.0,55.0,Coconut
Heavy clay,3105.0,139.0,53.0,Coconut
Heavy clay,3105.0,140.0,53.5,Coconut
Heavy clay,236.0,141.0,52.5,Coconut
Heavy clay,236.0,142.0,56.0,Coconut
Heavy clay,2903.1,143.0,57.0,Coconut
Heavy clay,2903.1,144.0,57.5,Coconut
Heavy clay,2903.1,145.0,57.0,Coconut
Loam,2996.6,146.0,55.0,Coconut
Loam,2996.6,147.0,56.0,Coconut
Loam,2996.6,148.0,54.0,Coconut
Loam,3296.0,149.0,58.0,Coconut
Loam,3550.0,150.0,58.0,Coconut
Loam,3550.0,151.0,59.0,Coconut
Loam,3550.0,152.0,50.0,Ginger
Loam,3654.0,153.0,54.0,Ginger
Loam,3654.0,154.0,53.0,Ginger
Loam,3654.0,155.0,59.5,Ginger
Loam,233.0,156.0,55.0,Ginger
Loam,233.0,157.0,53.0,Ginger
Loam,233.0,158.0,53.5,Ginger
Loam,234.0,159.0,52.5,Ginger
Loam,234.0,160.0,56.0,Ginger
Loam,234.0,161.0,57.0,Ginger
Loam,3105.0,162.0,57.5,Ginger
Loam,3105.0,163.0,57.0,Ginger
Loam,3105.0,164.0,55.0,Ginger
Loam,236.0,165.0,56.0,Ginger
Loam,236.0,166.0,54.0,Ginger
Loam,2903.1,167.0,57.0,Coconut
Loam,2903.1,168.0,57.5,Coconut
Loam,2903.1,169.0,57.0,Coconut
Loam,2996.6,170.0,55.0,Coconut
Loam,2996.6,171.0,56.0,Coconut
Loam,2996.6,172.0,54.0,Coconut
Loam,2903.1,173.0,58.0,Coconut
Loam,2903.1,174.0,58.0,Coconut
Loam,2903.1,175.0,59.0,Coconut
Loam,2996.6,176.0,50.0,Coconut
Dry sandy ,2996.6,177.0,54.0,Coconut
Dry sandy ,2996.6,178.0,53.0,Coconut
Dry sandy ,3522.8,179.0,52.0,Coconut
Dry sandy ,3522.8,180.0,51.0,Coconut
Dry sandy ,3522.8,181.0,57.0,Coconut
Dry sandy ,3729.8,182.0,57.0,Coconut
Dry sandy ,3729.8,183.0,60.0,Coconut
Dry sandy ,3729.8,184.0,57.0,Coconut
Dry sandy ,2746.2,185.0,57.0,Coconut
Dry sandy ,2746.2,186.0,54.0,Coconut
Dry sandy ,2746.2,187.0,54.5,Coconut
Dry sandy ,3360.0,188.0,56.6,Coconut
Dry sandy ,3360.0,189.0,55.5,Coconut
Dry sandy ,3360.0,190.0,58.5,Coconut
Dry sandy ,3605.4,191.0,59.5,Coconut
Dry sandy ,3605.4,192.0,55.0,Coconut
Dry sandy ,3605.4,193.0,53.0,Coconut
Dry sandy ,3512.4,194.0,53.5,Coconut
Dry sandy ,3512.4,195.0,52.5,Coconut
Dry sandy ,3512.4,196.0,56.0,Coconut
Dry sandy ,3296.0,197.0,57.0,Coconut
Dry sandy ,3296.0,198.0,57.5,Coconut
Dry sandy ,3296.0,199.0,57.0,Coconut
Dry sandy ,3550.0,200.0,55.0,Coconut
Dry sandy ,3550.0,201.0,56.0,Coconut
Dry sandy ,3550.0,202.0,54.0,Coconut
Dry sandy ,3654.0,203.0,58.0,Coconut
Dry sandy ,3654.0,204.0,58.0,Coconut
Dry sandy ,3654.0,205.0,59.0,Coconut
Dry sandy ,233.0,206.0,50.0,Coconut
Dry sandy ,233.0,207.0,54.0,Coconut
Dry sandy ,233.0,208.0,53.0,Coconut
Dry sandy ,234.0,209.0,52.0,Coconut
Dry sandy ,234.0,210.0,51.0,Coconut
Dry sandy ,234.0,211.0,57.0,Coconut
Dry sandy ,3105.0,212.0,57.0,Coconut
Dry sandy ,3105.0,213.0,60.0,Coconut
Dry sandy ,3105.0,214.0,57.0,Coconut
Dry sandy ,236.0,215.0,57.0,Coconut
Dry sandy ,236.0,216.0,54.0,Coconut
Dry sandy ,2903.1,217.0,54.5,Coconut
Dry sandy ,2903.1,218.0,56.6,Coconut
Dry sandy ,2903.1,219.0,55.5,Coconut
Dry sandy ,2996.6,220.0,58.5,Coconut
Dry sandy ,2996.6,221.0,59.5,Coconut
Dry sandy ,2996.6,222.0,55.0,Coconut
Dry sandy ,3522.8,27.0,53.0,Coconut
Dry sandy ,3522.8,27.0,53.5,Coconut
Dry sandy ,3522.8,27.0,52.5,Coconut
Dry sandy ,3729.8,27.0,56.0,Coconut
Dry sandy ,3729.8,27.0,57.0,Coconut
Dry sandy ,3729.8,27.2,57.5,Coconut
Dry sandy ,2746.2,27.2,57.0,Coconut
Dry sandy ,2746.2,27.2,55.0,Coconut
Dry sandy ,2746.2,27.0,56.0,Coconut
Dry sandy ,3360.0,27.0,54.0,Coconut
Dry sandy ,3360.0,27.0,58.0,Coconut
Dry sandy ,3360.0,27.0,58.0,Coconut
Dry sandy ,3605.4,27.0,59.0,Coconut
Dry sandy ,3605.4,27.0,50.0,Coconut
Dry sandy ,3605.4,27.2,54.0,Coconut
Dry sandy ,3512.4,27.2,53.0,Coconut
Dry sandy ,3512.4,27.2,52.0,Coconut
Dry sandy ,3512.4,27.1,51.0,Coconut
Dry sandy ,3296.0,27.1,57.0,Coconut
Dry sandy ,3296.0,27.1,57.0,Coconut
Dry sandy ,3296.0,26.8,60.0,Coconut
Dry sandy ,3550.0,26.8,57.0,Coconut
Dry sandy ,3550.0,26.8,57.0,Coconut
Dry sandy ,3550.0,37.0,54.0,Coconut
Dry sandy ,3654.0,37.0,54.5,Coconut
Dry sandy ,3654.0,37.0,56.6,Coconut
Dry sandy ,3654.0,38.0,55.5,Coconut
Dry sandy ,233.0,38.0,58.5,Coconut
Dry sandy ,233.0,38.0,59.5,Coconut
Dry sandy ,233.0,39.0,55.0,Coconut
Dry sandy ,2903.1,39.0,53.0,Coconut
Dry sandy ,2903.1,39.0,53.5,Coconut
Dry sandy ,2903.1,40.0,52.5,Coconut
Dry sandy ,2996.6,40.0,56.0,Coconut
Dry sandy ,2996.6,40.0,57.0,Coconut
Dry sandy ,2996.6,41.0,57.5,Coconut
Dry sandy ,3522.8,41.0,57.0,Coconut
Dry sandy ,3522.8,41.0,55.0,Coconut
Dry sandy ,3522.8,42.0,56.0,Coconut
Dry sandy ,3729.8,42.0,54.0,Coconut
Dry sandy ,3729.8,42.0,58.0,Coconut
Dry sandy ,3729.8,43.0,58.0,Coconut
Dry sandy ,2746.2,43.0,59.0,Coconut
Dry sandy ,2746.2,27.0,50.0,Coconut
Dry sandy ,2746.2,27.0,54.0,Coconut
Dry sandy ,3360.0,27.0,53.0,Coconut
Dry sandy ,3360.0,27.0,52.0,Coconut
Dry sandy ,3360.0,27.0,51.0,Coconut
Dry sandy ,3605.4,27.0,57.0,Coconut
Dry sandy ,3605.4,27.2,57.0,Coconut
Dry sandy ,3605.4,27.2,60.0,Coconut
Dry sandy ,3512.4,27.2,57.0,Coconut
Dry sandy ,3512.4,27.0,57.0,Coconut
Dry sandy ,3512.4,27.0,54.0,Coconut
Laterite,3296.0,27.0,54.5,Coconut
Laterite,3296.0,27.0,56.6,Coconut
Laterite,3296.0,27.0,55.5,Coconut
Laterite,3550.0,27.0,58.5,Coconut
Laterite,3550.0,27.2,59.5,Coconut
Laterite,3550.0,27.2,55.0,Coconut
Laterite,3654.0,27.2,53.0,Coconut
Laterite,3654.0,27.1,53.5,Coconut
Laterite,3654.0,27.1,52.5,Coconut
Laterite,233.0,27.1,56.0,Coconut
Laterite,233.0,26.8,57.0,Coconut
Laterite,233.0,26.8,57.5,Coconut
Laterite,234.0,26.8,57.0,Coconut
Laterite,234.0,37.0,55.0,Coconut
Laterite,234.0,37.0,56.0,Coconut
Laterite,3105.0,37.0,54.0,Coconut
Laterite,3105.0,38.0,58.0,Coconut
Laterite,3105.0,38.0,58.0,Coconut
Laterite,236.0,38.0,59.0,Coconut
Laterite,236.0,39.0,50.0,Coconut
Laterite,2903.1,39.0,54.0,Coconut
Laterite,2903.1,39.0,53.0,Cocoa
Laterite,2903.1,40.0,52.0,Cocoa
Laterite,2996.6,40.0,51.0,Cocoa
Laterite,2996.6,40.0,57.0,Cocoa
Laterite,2996.6,41.0,57.0,Cocoa
Laterite,3522.8,41.0,60.0,Cocoa
Laterite,3522.8,41.0,57.0,Coffee
Laterite,3522.8,42.0,57.0,Coffee
Laterite,3729.8,42.0,54.0,Coffee
Laterite,3729.8,42.0,54.5,Coffee
Laterite,3729.8,43.0,56.6,Coffee
Laterite,2746.2,27.0,55.5,Coffee
Laterite,2746.2,27.0,58.5,Coffee
Alluvial,2746.2,27.0,59.5,Coffee
Alluvial,3360.0,27.0,55.0,Coffee
Alluvial,3360.0,27.0,53.0,Coffee
Alluvial,3360.0,27.0,53.5,Coffee
Alluvial,3605.4,27.0,52.5,Coffee
Alluvial,3605.4,27.0,56.0,Coffee
Alluvial,3605.4,27.2,57.0,Coffee
Alluvial,3512.4,27.2,57.5,Coffee
Alluvial,3512.4,27.2,57.0,Cardamum
Alluvial,3512.4,27.0,55.0,Cardamum
Alluvial,3296.0,27.0,56.0,Cardamum
Alluvial,3296.0,27.0,54.0,Cardamum
Alluvial,3296.0,27.0,58.0,Cardamum
Alluvial,3550.0,27.0,58.0,Cardamum
Alluvial,3550.0,27.0,59.0,Cardamum
Alluvial,3550.0,27.2,50.0,Cardamum
Alluvial,3654.0,27.2,54.0,Cardamum
Alluvial,3654.0,27.2,53.0,Cardamum
Alluvial,3654.0,27.1,52.0,Cardamum
Alluvial,233.0,27.1,51.0,Cardamum
Alluvial,233.0,27.1,57.0,Cardamum
Alluvial,233.0,26.8,57.0,Cardamum
Alluvial,2903.1,26.8,60.0,Cardamum
Alluvial,2903.1,27.1,57.0,Pepper
Alluvial,2903.1,27.1,57.0,Pepper
Alluvial,2996.6,26.8,54.0,Pepper
Alluvial,2996.6,26.8,54.5,Pepper
Alluvial,2996.6,26.8,56.6,Pepper
Alluvial,3522.8,37.0,55.5,Pepper
Alluvial,3522.8,37.0,58.5,Pepper
Red,3522.8,37.0,59.5,Pepper
Red,3729.8,38.0,55.0,Pepper
Red,3729.8,38.0,53.0,Pepper
Red,3729.8,38.0,53.5,Pepper
Red,2746.2,39.0,52.5,Pepper
Red,2746.2,39.0,56.0,Pepper
Red,2746.2,39.0,57.0,Pepper
Red,3360.0,40.0,57.5,Pepper
Red,3360.0,40.0,57.0,Arecanut
Red,3360.0,40.0,55.0,Arecanut
Red,3605.4,41.0,56.0,Arecanut
Red,3605.4,41.0,54.0,Arecanut
Red,3605.4,41.0,58.0,Arecanut
Red,3512.4,42.0,58.0,Arecanut
Red,3512.4,42.0,59.0,Arecanut
Red,3512.4,27.0,50.0,Arecanut
Red,3296.0,27.0,54.0,Arecanut
Red,3296.0,27.0,53.0,Arecanut
Red,3296.0,27.0,52.0,Arecanut
Red,3550.0,27.0,51.0,Arecanut
Red,3550.0,27.0,57.0,Arecanut
Red,3550.0,27.2,57.0,Arecanut
Red,3654.0,27.2,60.0,Arecanut
Red,3654.0,27.2,57.0,Ginger
Red,3654.0,27.0,57.0,Ginger
Red,233.0,27.0,54.0,Ginger
